User Path,Num Direct Impressions,Num Indirect Impressions,Impressions Served,Has Converted (1/0 = yes/no),Count
imp (tablet) - desktop site (other),21,0,Indirect,1,1
imp (tablet) - imp (phone),314,0,Indirect,0,1
imp (phone) - imp (tablet) - mobile site (tablet) - desktop site (tablet) - desktop site (phone) - desktop site (computer),2,0,Indirect,1,1
imp (tablet) - desktop site (tablet) - desktop site (other) - desktop site (computer),6,0,Indirect,1,1
mobile site (tablet) - imp (tablet),8,0,Indirect,0,1
imp (phone) - desktop site (computer),61,0,Indirect,1,1
imp (phone),181,0,Indirect,0,3
imp (phone) - click (phone) - desktop site (phone),15,8,Direct,1,1
imp (tablet) - click (tablet) - mobile site (tablet) - desktop site (tablet),0,50,Direct,1,1
desktop site (other) - desktop site (computer) - desktop site (tablet),0,0,None,1,51
imp (phone) - mobile site (phone) - desktop site (phone),33,0,Indirect,1,1
imp (tablet) - imp (phone) - desktop site (phone),1,1,Direct,1,3
imp (tablet) - imp (phone) - desktop site (phone),3,0,Indirect,1,2
imp (phone),237,0,Indirect,0,1
imp (other) - imp (tablet) - click (tablet),28,0,Indirect,0,1
imp (tablet) - desktop site (computer) - desktop site (phone),28,0,Indirect,1,1
imp (tablet) - imp (phone) - mobile site (tablet) - desktop site (tablet),4,0,Indirect,1,1
imp (computer) - imp (other),2,0,Indirect,0,1
imp (phone) - mobile site (phone) - click (phone) - desktop site (phone),0,34,Direct,1,1
imp (tablet),535,0,Indirect,0,1
imp (tablet) - imp (phone),68,0,Indirect,0,2
imp (computer) - desktop site (other) - desktop site (computer),0,1,Direct,1,1
imp (phone),107,0,Indirect,0,9
imp (tablet) - imp (phone) - desktop site (computer) - desktop site (phone),19,0,Indirect,1,1
imp (tablet) - mobile site (phone) - desktop site (phone),44,0,Indirect,1,1
imp (tablet) - click (tablet) - desktop site (tablet),0,59,Direct,1,2
imp (tablet) - imp (phone),18,0,Indirect,0,32
imp (phone) - desktop site (phone),33,0,Indirect,1,1
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone) - desktop site (computer),0,54,Direct,1,1
imp (tablet) - desktop site (tablet),0,1,Direct,1,253
imp (phone) - imp (tablet) - desktop site (phone),18,0,Indirect,1,1
imp (tablet) - mobile site (tablet) - desktop site (tablet),3,0,Indirect,1,10
imp (phone) - click (phone) - desktop site (phone),7,2,Direct,1,1
click (other) - mobile site (tablet) - desktop site (tablet),0,0,None,1,1
imp (phone) - desktop site (computer),26,0,Indirect,1,6
imp (phone),616,0,Indirect,0,1
imp (phone) - imp (tablet) - desktop site (tablet),8,0,Indirect,1,1
imp (phone),233,0,Indirect,0,1
imp (tablet),80,0,Indirect,0,21
imp (phone) - desktop site (phone),2,8,Direct,1,1
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),1,9,Direct,1,3
imp (phone) - desktop site (phone),3,3,Direct,1,1
imp (tablet) - desktop site (tablet) - desktop site (computer),1,0,Indirect,1,19
imp (phone) - mobile site (tablet) - desktop site (tablet),8,0,Indirect,1,1
imp (tablet) - imp (phone) - desktop site (computer),19,0,Indirect,1,1
imp (phone) - desktop site (phone) - desktop site (tablet),3,0,Indirect,1,1
imp (tablet) - click (tablet) - mobile site (tablet) - desktop site (tablet),6,0,Indirect,1,2
imp (other),86,0,Indirect,0,1
imp (tablet),90,0,Indirect,0,15
imp (phone) - click (phone) - desktop site (phone),14,0,Indirect,1,1
imp (phone) - click (phone) - desktop site (phone),39,13,Direct,1,1
imp (phone) - mobile site (phone) - desktop site (phone),19,0,Indirect,1,1
imp (phone) - imp (tablet) - click (tablet),6,0,Indirect,0,3
imp (tablet) - click (tablet),52,0,Indirect,0,1
imp (tablet) - click (tablet) - mobile site (tablet) - desktop site (tablet),0,18,Direct,1,2
imp (phone) - desktop site (computer),374,0,Indirect,1,1
imp (phone) - mobile site (phone) - desktop site (phone),27,0,Indirect,1,1
imp (tablet) - imp (phone),47,0,Indirect,0,6
imp (tablet) - click (tablet) - imp (phone),10,0,Indirect,0,1
imp (phone),75,0,Indirect,0,29
imp (tablet) - desktop site (tablet),181,0,Indirect,1,1
imp (phone) - click (phone),86,0,Indirect,0,1
imp (tablet) - imp (phone),163,0,Indirect,0,1
imp (tablet) - imp (phone) - desktop site (phone),6,0,Indirect,1,2
imp (phone) - desktop site (phone),3,0,Indirect,1,77
imp (phone) - desktop site (phone),0,117,Direct,1,1
imp (phone) - click (phone),179,0,Indirect,0,1
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone) - desktop site (computer),0,1,Direct,1,5
imp (tablet) - click (tablet) - desktop site (tablet),93,0,Indirect,1,1
imp (phone) - imp (other) - mobile site (phone) - desktop site (phone),29,0,Indirect,1,1
imp (tablet) - click (tablet) - desktop site (tablet),0,62,Direct,1,1
imp (tablet) - imp (phone),30,0,Indirect,0,16
imp (tablet),223,0,Indirect,0,2
imp (tablet) - click (tablet) - desktop site (tablet),1,0,Indirect,1,9
imp (phone) - imp (other),18,0,Indirect,0,1
imp (phone),623,0,Indirect,0,1
imp (tablet) - desktop site (tablet),9,0,Indirect,1,5
imp (other) - imp (tablet) - imp (phone),8,0,Indirect,0,1
imp (phone) - imp (tablet) - mobile site (phone) - desktop site (phone),58,0,Indirect,1,1
imp (other),98,0,Indirect,0,1
imp (tablet) - imp (other) - imp (phone),10,0,Indirect,0,1
imp (tablet) - imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),3,1,Direct,1,1
imp (phone),337,0,Indirect,0,1
mobile site (other) - mobile site (phone) - desktop site (other),0,0,None,1,2
imp (tablet),22,0,Indirect,0,403
imp (tablet) - desktop site (computer),55,0,Indirect,1,1
imp (tablet),9,0,Indirect,0,2317
imp (phone) - mobile site (other) - desktop site (other) - desktop site (phone),1,0,Indirect,1,7
imp (tablet) - imp (other),5,0,Indirect,0,20
imp (tablet) - click (tablet) - mobile site (tablet) - desktop site (tablet),1,3,Direct,1,3
imp (phone),368,0,Indirect,0,1
imp (phone) - desktop site (phone) - desktop site (tablet),5,0,Indirect,1,1
imp (tablet) - desktop site (phone) - desktop site (computer),51,0,Indirect,1,1
imp (tablet) - desktop site (computer),31,0,Indirect,1,2
imp (tablet) - desktop site (phone) - desktop site (computer),14,0,Indirect,1,1
imp (phone) - desktop site (phone),13,0,Indirect,1,5
imp (phone) - mobile site (other) - desktop site (phone),1,0,Indirect,1,1
imp (phone) - desktop site (other),44,0,Indirect,1,1
imp (phone),120,0,Indirect,0,8
imp (phone) - imp (tablet) - click (tablet) - desktop site (tablet),1,6,Direct,1,1
imp (tablet),99,0,Indirect,0,12
imp (tablet) - click (tablet) - mobile site (tablet) - desktop site (tablet),4,23,Direct,1,1
imp (phone),224,0,Indirect,0,2
imp (tablet),29,0,Indirect,0,189
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone) - desktop site (computer),1,2,Direct,1,1
imp (phone) - desktop site (phone) - desktop site (computer),0,45,Direct,1,1
imp (phone) - click (phone) - desktop site (phone),31,97,Direct,1,1
imp (tablet) - mobile site (other) - desktop site (other),4,0,Indirect,1,1
imp (phone) - desktop site (computer),60,0,Indirect,1,2
imp (tablet) - imp (phone) - click (tablet),175,0,Indirect,0,1
imp (tablet),361,0,Indirect,0,1
imp (phone) - imp (tablet),9,0,Indirect,0,126
imp (tablet) - imp (phone),150,0,Indirect,0,2
desktop site (tablet) - desktop site (computer) - desktop site (phone),0,0,None,1,68
imp (tablet) - imp (phone) - desktop site (phone),5,0,Indirect,1,2
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),3,1,Direct,1,4
imp (phone),763,0,Indirect,0,1
imp (tablet) - imp (phone),115,0,Indirect,0,1
imp (tablet) - desktop site (tablet) - desktop site (computer),16,0,Indirect,1,1
desktop site (other) - desktop site (tablet) - desktop site (phone) - desktop site (computer),0,0,None,1,1
imp (tablet),63,0,Indirect,0,29
imp (tablet) - imp (phone),5,0,Indirect,0,328
imp (phone),449,0,Indirect,0,2
mobile site (tablet) - mobile site (phone) - desktop site (phone) - desktop site (tablet),0,0,None,1,1
imp (other) - imp (tablet) - click (tablet),23,0,Indirect,0,1
imp (phone),48,0,Indirect,0,69
imp (phone) - mobile site (phone) - click (phone) - desktop site (phone),0,7,Direct,1,1
imp (tablet),280,0,Indirect,0,1
imp (phone) - desktop site (computer) - desktop site (phone),4,0,Indirect,1,10
imp (phone),189,0,Indirect,0,3
imp (phone) - imp (tablet) - desktop site (computer),57,0,Indirect,1,1
imp (phone),106,0,Indirect,0,6
mobile site (phone) - desktop site (computer),0,0,None,1,158
imp (tablet) - desktop site (computer) - desktop site (phone),2,0,Indirect,1,7
imp (tablet) - imp (phone) - desktop site (phone) - desktop site (computer) - desktop site (tablet),115,0,Indirect,1,1
imp (phone) - desktop site (computer),18,0,Indirect,1,9
imp (phone) - mobile site (tablet) - imp (tablet),7,0,Indirect,0,1
imp (tablet),76,0,Indirect,0,28
imp (tablet) - click (tablet) - mobile site (tablet) - desktop site (tablet),0,38,Direct,1,3
imp (phone) - imp (tablet),24,0,Indirect,0,16
imp (phone),483,0,Indirect,0,1
imp (phone) - mobile site (phone) - click (phone) - desktop site (phone),0,5,Direct,1,1
imp (phone) - desktop site (phone),2,5,Direct,1,1
imp (phone) - click (phone) - desktop site (phone),4,80,Direct,1,1
imp (tablet),1,0,Indirect,0,151768
imp (tablet) - mobile site (tablet),2,0,Indirect,0,5
imp (tablet),335,0,Indirect,0,1
imp (phone) - desktop site (phone) - desktop site (tablet),0,1,Direct,1,3
imp (tablet) - imp (other),30,0,Indirect,0,1
imp (tablet),473,0,Indirect,0,1
imp (tablet) - imp (phone) - desktop site (computer) - desktop site (tablet) - desktop site (phone),5,0,Indirect,1,1
imp (phone) - click (phone),25,0,Indirect,0,2
imp (phone),108,0,Indirect,0,15
imp (phone),96,0,Indirect,0,13
imp (tablet),93,0,Indirect,0,13
imp (tablet) - click (tablet) - desktop site (tablet) - desktop site (computer),0,19,Direct,1,1
imp (tablet) - click (tablet) - desktop site (tablet),2,5,Direct,1,1
click (tablet) - imp (phone),1,0,Indirect,0,1
imp (phone),19,0,Indirect,0,680
imp (tablet) - mobile site (tablet) - desktop site (tablet) - desktop site (computer),0,9,Direct,1,1
imp (tablet) - desktop site (other) - desktop site (tablet),1,0,Indirect,1,2
imp (phone) - mobile site (phone) - desktop site (phone),4,1,Direct,1,1
imp (tablet) - mobile site (tablet) - desktop site (tablet),20,7,Direct,1,1
imp (phone) - imp (tablet) - click (tablet),8,0,Indirect,0,1
imp (phone) - imp (tablet) - click (tablet) - desktop site (tablet),15,48,Direct,1,1
imp (tablet) - click (tablet) - desktop site (tablet) - desktop site (phone),0,14,Direct,1,1
mobile site (phone) - mobile site (other),0,0,None,0,1
imp (tablet) - desktop site (phone),38,0,Indirect,1,1
imp (phone) - mobile site (phone) - mobile site (tablet) - desktop site (phone),4,0,Indirect,1,1
imp (tablet) - imp (phone) - click (tablet),192,0,Indirect,0,1
imp (tablet) - desktop site (phone),9,0,Indirect,1,5
imp (phone) - desktop site (phone),0,159,Direct,1,1
imp (phone) - mobile site (phone),6,0,Indirect,0,3
imp (phone),190,0,Indirect,0,4
imp (tablet) - mobile site (other) - desktop site (tablet),2,0,Indirect,1,1
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),6,1,Direct,1,1
imp (phone) - mobile site (phone) - desktop site (phone),36,0,Indirect,1,2
imp (other) - click (phone) - mobile site (phone) - desktop site (phone),0,2,Direct,1,2
imp (phone) - mobile site (phone) - desktop site (phone) - desktop site (computer),0,3,Direct,1,1
imp (tablet) - desktop site (tablet),1,24,Direct,1,1
imp (phone) - imp (tablet),73,0,Indirect,0,2
imp (phone) - desktop site (phone),25,0,Indirect,1,2
imp (tablet) - desktop site (computer),2,0,Indirect,1,268
imp (tablet) - imp (phone) - click (tablet) - desktop site (tablet),1,248,Direct,1,1
imp (tablet) - mobile site (tablet) - desktop site (tablet),1,4,Direct,1,1
imp (phone) - desktop site (computer),50,0,Indirect,1,1
imp (computer),108,0,Indirect,0,1
imp (phone) - imp (tablet) - imp (other) - desktop site (phone) - desktop site (computer),11,0,Indirect,1,1
imp (phone) - click (phone),35,0,Indirect,0,2
imp (tablet),47,0,Indirect,0,65
imp (phone),114,0,Indirect,0,7
imp (other) - mobile site (tablet) - desktop site (tablet),0,15,Direct,1,1
imp (tablet) - click (tablet) - desktop site (computer),25,0,Indirect,1,1
imp (tablet),39,0,Indirect,0,103
imp (phone) - click (phone),14,0,Indirect,0,14
imp (phone) - mobile site (other) - desktop site (other),5,0,Indirect,1,1
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),0,261,Direct,1,1
imp (phone),240,0,Indirect,0,1
imp (tablet) - mobile site (tablet) - desktop site (tablet),11,0,Indirect,1,2
imp (phone),647,0,Indirect,0,1
imp (phone),147,0,Indirect,0,2
imp (phone),152,0,Indirect,0,5
imp (phone) - imp (tablet),88,0,Indirect,0,2
imp (tablet),577,0,Indirect,0,1
imp (phone),12,0,Indirect,0,2086
imp (phone),137,0,Indirect,0,5
imp (tablet),42,0,Indirect,0,75
imp (tablet),286,0,Indirect,0,1
imp (phone) - imp (other),2,0,Indirect,0,105
imp (tablet) - imp (phone) - mobile site (phone) - desktop site (phone) - desktop site (tablet),3,0,Indirect,1,1
imp (tablet),164,0,Indirect,0,8
imp (phone) - click (phone) - desktop site (phone),0,141,Direct,1,1
imp (other) - desktop site (phone) - desktop site (tablet) - desktop site (computer),1,0,Indirect,1,1
imp (tablet) - desktop site (tablet),37,0,Indirect,1,1
imp (phone) - imp (tablet) - click (tablet),2,0,Indirect,0,2
imp (tablet) - desktop site (tablet) - desktop site (phone),0,2,Direct,1,1
imp (tablet),442,0,Indirect,0,2
desktop site (phone) - desktop site (computer),0,0,None,1,2186
imp (phone) - click (phone) - desktop site (phone),0,13,Direct,1,11
imp (tablet) - desktop site (phone) - desktop site (tablet) - desktop site (computer) - desktop site (other),23,0,Indirect,1,1
click (other) - mobile site (other) - desktop site (other),0,0,None,1,1
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),0,35,Direct,1,1
imp (phone) - mobile site (phone) - click (phone) - desktop site (phone),0,9,Direct,1,1
click (phone) - imp (tablet),1,0,Indirect,0,1
imp (tablet),116,0,Indirect,0,3
imp (phone),417,0,Indirect,0,1
imp (phone) - desktop site (computer),2,0,Indirect,1,646
imp (phone) - desktop site (computer),159,0,Indirect,1,1
imp (tablet),216,0,Indirect,0,1
imp (phone) - imp (other) - click (other) - mobile site (phone) - desktop site (phone),5,0,Indirect,1,1
imp (other) - click (other),2,0,Indirect,0,1
imp (tablet) - imp (other) - desktop site (tablet),0,3,Direct,1,1
imp (phone) - imp (tablet) - desktop site (tablet),1,6,Direct,1,1
imp (phone) - imp (tablet),50,0,Indirect,0,5
imp (phone) - desktop site (computer) - desktop site (other),1,0,Indirect,1,11
imp (computer) - desktop site (tablet),1,0,Indirect,1,1
imp (phone),6,0,Indirect,0,9677
imp (tablet) - mobile site (phone) - desktop site (phone) - desktop site (other),3,0,Indirect,1,1
imp (tablet),127,0,Indirect,0,4
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),0,31,Direct,1,1
imp (tablet) - click (tablet),37,0,Indirect,0,3
imp (phone),45,0,Indirect,0,86
imp (tablet),485,0,Indirect,0,1
imp (other) - imp (phone),34,0,Indirect,0,1
imp (tablet),373,0,Indirect,0,2
imp (tablet) - imp (phone),776,0,Indirect,0,1
imp (tablet),396,0,Indirect,0,1
imp (phone) - click (tablet),1,0,Indirect,0,1
imp (phone) - click (phone) - desktop site (phone) - desktop site (computer),0,22,Direct,1,1
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone) - desktop site (tablet),0,7,Direct,1,1
imp (tablet) - desktop site (tablet),5,0,Indirect,1,26
imp (other) - imp (phone) - click (phone) - desktop site (phone),0,5,Direct,1,1
imp (phone),343,0,Indirect,0,2
mobile site (other) - mobile site (phone) - desktop site (computer),0,0,None,1,1
imp (tablet) - mobile site (phone) - desktop site (phone),24,0,Indirect,1,1
imp (tablet) - desktop site (tablet),34,0,Indirect,1,1
imp (phone) - desktop site (computer),47,0,Indirect,1,1
imp (tablet),124,0,Indirect,0,6
imp (phone) - mobile site (phone) - desktop site (phone) - desktop site (computer) - desktop site (other),2,0,Indirect,1,1
imp (phone),175,0,Indirect,0,2
imp (tablet) - click (tablet),68,0,Indirect,0,2
imp (tablet) - click (tablet) - mobile site (tablet) - desktop site (tablet),0,5,Direct,1,20
imp (tablet) - mobile site (phone) - desktop site (phone) - desktop site (tablet),3,0,Indirect,1,2
imp (tablet) - imp (phone) - desktop site (tablet),1,28,Direct,1,1
imp (tablet),132,0,Indirect,0,8
imp (phone) - click (phone) - desktop site (computer) - desktop site (phone),6,0,Indirect,1,1
imp (tablet) - imp (phone) - desktop site (computer) - desktop site (phone),4,0,Indirect,1,1
imp (tablet) - desktop site (phone),15,0,Indirect,1,2
imp (phone) - desktop site (phone),0,21,Direct,1,2
imp (tablet) - imp (other),6,0,Indirect,0,28
desktop site (tablet) - desktop site (phone),0,0,None,1,827
imp (phone) - desktop site (phone),0,31,Direct,1,2
imp (tablet) - desktop site (computer) - desktop site (tablet),50,0,Indirect,1,1
imp (phone) - desktop site (phone),1,5,Direct,1,2
imp (phone) - mobile site (phone),2,0,Indirect,0,21
imp (tablet) - imp (computer),36,0,Indirect,0,1
imp (phone) - imp (tablet),33,0,Indirect,0,7
imp (tablet),172,0,Indirect,0,1
imp (tablet) - imp (phone) - mobile site (tablet) - desktop site (tablet),1,1,Direct,1,1
imp (phone) - desktop site (computer),82,0,Indirect,1,1
imp (tablet) - imp (phone) - desktop site (computer) - desktop site (tablet),14,0,Indirect,1,1
imp (phone) - desktop site (computer),32,0,Indirect,1,8
imp (tablet) - mobile site (other),6,0,Indirect,0,1
imp (tablet),409,0,Indirect,0,1
imp (phone) - imp (tablet) - click (tablet) - desktop site (tablet),4,277,Direct,1,1
imp (phone) - mobile site (other) - desktop site (other) - desktop site (phone),2,0,Indirect,1,1
imp (phone) - imp (tablet) - click (tablet) - desktop site (tablet),1,5,Direct,1,1
imp (tablet),166,0,Indirect,0,3
imp (tablet) - imp (phone) - desktop site (phone),9,0,Indirect,1,1
imp (computer),4,0,Indirect,0,39
imp (phone),149,0,Indirect,0,1
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),0,27,Direct,1,1
desktop site (phone) - desktop site (other) - desktop site (tablet),0,0,None,1,5
imp (tablet),244,0,Indirect,0,1
imp (phone) - mobile site (phone) - desktop site (phone),0,20,Direct,1,1
mobile site (tablet) - imp (tablet) - desktop site (computer),1,0,Indirect,1,1
